 Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Vehicle Images
###########,23:17:00,CNR3475649716,Canceled by Driver,CID154151,Prime Sedan,JP Nagar,Hosur Road,null,null,null,Personal & Car related issue,null,null,358,null,0,null,null,
###########,16:50:00,CNR1463816868,Success,CID517719,Prime SUV,HSR Layout,Hulimavu,189,80,null,null,No,null,492,Cash,6,4.5,3.9,
###########,2:29:00,CNR1412682969,Success,CID763740,Prime SUV,Electronic City,Vijayanagar,231,60,null,null,No,null,280,UPI,31,4.1,4.8,
###########,2:53:00,CNR5341551432,Canceled by Customer,CID506435,Mini,Hebbal,Koramangala,null,null,Driver is not moving towards pickup location,null,null,null,233,null,0,null,null,
###########,19:20:00,CNR5793610952,Success,CID490677,Bike,KR Puram,JP Nagar,56,130,null,null,No,null,984,Credit Card,24,3.9,3.7,
###########,8:50:00,CNR1072231824,Success,CID703152,Auto,Ramamurthy Nagar,JP Nagar,56,120,null,null,No,null,100,Cash,7,3.5,4,
###########,8:32:00,CNR1799581315,Canceled by Customer,CID493145,Mini,Varthur,Peenya,null,null,Change of plans,null,null,null,1899,null,0,null,null,
###########,6:57:00,CNR9707279332,Success,CID666870,Prime Sedan,Rajarajeshwari Nagar,Hulimavu,147,55,null,null,No,null,833,UPI,14,3.3,3.1,
###########,12:35:00,CNR2270293390,Success,CID656262,eBike,Marathahalli,Shivajinagar,133,105,null,null,No,null,435,UPI,3,4.1,3,
###########,6:54:00,CNR3950192876,Driver Not Found,CID421288,Mini,Yelahanka,Malleshwaram,null,null,null,null,null,null,1703,null,0,null,null,
###########,21:00:00,CNR9406709395,Success,CID139229,Auto,Ulsoor,Yeshwanthpur,196,105,null,null,No,null,484,UPI,5,4,3.3,
###########,22:33:00,CNR8975176661,Success,CID173986,Auto,Rajarajeshwari Nagar,Sahakar Nagar,189,125,null,null,No,null,680,UPI,7,3.8,3.6,
###########,10:55:00,CNR5071594520,Success,CID740051,Bike,KR Puram,Jayanagar,280,85,null,null,No,null,229,Cash,16,3.1,3.4,
###########,1:20:00,CNR2377184626,Driver Not Found,CID323252,Prime Plus,Devanahalli,Banashankari,null,null,null,null,null,null,609,null,0,null,null,
###########,20:48:00,CNR3575066041,Success,CID499436,Prime SUV,Shivajinagar,RT Nagar,301,105,null,null,Yes,Vehicle Breakdown,181,Credit Card,2,3.3,4.8,
###########,12:22:00,CNR2930589148,Success,CID732234,eBike,Kadugodi,Ulsoor,105,140,null,null,No,null,717,UPI,3,4.9,3.3,
###########,1:12:00,CNR7831208502,Success,CID737968,Auto,RT Nagar,Cox Town,245,135,null,null,No,null,262,Credit Card,12,3.5,3.7,
###########,2:41:00,CNR8629694130,Canceled by Driver,CID321356,Prime SUV,Electronic City,KR Puram,null,null,null,Personal & Car related issue,null,null,158,null,0,null,null,
###########,23:51:00,CNR8827885570,Success,CID521045,Prime SUV,Shantinagar,JP Nagar,63,95,null,null,No,null,231,Cash,49,4.8,3.2,
###########,13:36:00,CNR1502301342,Success,CID545036,Bike,Chamarajpet,Peenya,119,100,null,null,No,null,246,UPI,23,3.9,3.3,
###########,22:52:00,CNR1372123891,Canceled by Customer,CID348365,Prime SUV,Cox Town,Vijayanagar,null,null,Driver asked to cancel,null,null,null,228,null,0,null,null,
###########,20:15:00,CNR3907697108,Success,CID234494,Prime SUV,Bellandur,Hosur Road,70,70,null,null,No,null,427,Cash,1,3.5,3,
###########,17:47:00,CNR2390405629,Success,CID686818,Mini,MG Road,Richmond Town,287,110,null,null,No,null,305,Cash,37,3.2,3.3,
###########,13:20:00,CNR5914410116,Success,CID903819,Prime SUV,MG Road,Marathahalli,203,80,null,null,No,null,270,Cash,8,4.3,4.5,
###########,20:40:00,CNR9545114159,Canceled by Driver,CID576096,Prime Plus,BTM Layout,Frazer Town,null,null,null,Customer related issue,null,null,1501,null,0,null,null,
###########,10:39:00,CNR4224138624,Success,CID990844,eBike,Kadugodi,Whitefield,175,35,null,null,No,null,489,UPI,16,3.7,3.9,
###########,23:58:00,CNR5217934339,Success,CID427019,Prime SUV,Electronic City,Majestic,224,75,null,null,No,null,791,UPI,21,5,3.9,
###########,19:16:00,CNR6744298420,Canceled by Driver,CID339373,Auto,Hebbal,Koramangala,null,null,null,Customer related issue,null,null,400,null,0,null,null,
###########,8:54:00,CNR7537935962,Success,CID200131,eBike,Shantinagar,Hebbal,63,100,null,null,Yes,Customer Demand,460,UPI,4,3.6,3.7,
###########,16:01:00,CNR6035356524,Canceled by Driver,CID375929,Auto,Rajarajeshwari Nagar,Koramangala,null,null,null,Customer related issue,null,null,354,null,0,null,null,
###########,16:43:00,CNR4079474864,Success,CID197349,Prime Sedan,Peenya,Varthur,140,90,null,null,No,null,2047,UPI,29,3,3.7,
###########,3:31:00,CNR4597527178,Canceled by Driver,CID768687,Prime Plus,Ramamurthy Nagar,Ramamurthy Nagar,null,null,null,Personal & Car related issue,null,null,418,null,0,null,null,
###########,3:58:00,CNR1983010766,Success,CID811508,Prime Plus,Whitefield,Indiranagar,147,50,null,null,No,null,2655,UPI,26,3.3,4.5,
###########,17:11:00,CNR4517742155,Canceled by Driver,CID137387,Prime Plus,KR Puram,Hosur Road,null,null,null,More than permitted people in there,null,null,364,null,0,null,null,
###########,8:02:00,CNR4679441912,Success,CID501578,Bike,JP Nagar,Shivajinagar,224,130,null,null,No,null,2655,Cash,4,3.1,4.4,
###########,1:13:00,CNR1076402213,Success,CID133857,Mini,Kengeri,JP Nagar,140,50,null,null,No,null,828,Cash,34,4.1,4.8,
###########,17:10:00,CNR6208623380,Success,CID612908,eBike,Chickpet,Indiranagar,217,35,null,null,No,null,276,UPI,34,4.4,4.1,
###########,22:21:00,CNR3629707818,Canceled by Customer,CID176370,eBike,Hulimavu,Majestic,null,null,Driver asked to cancel,null,null,null,2712,null,0,null,null,
###########,7:02:00,CNR5856350738,Success,CID362252,Prime SUV,MG Road,Hebbal,217,115,null,null,No,null,379,Cash,30,4.7,4.5,
###########,2:35:00,CNR2780804227,Driver Not Found,CID211065,Prime SUV,Hebbal,Vijayanagar,null,null,null,null,null,null,316,null,0,null,null,
###########,3:32:00,CNR7556753006,Canceled by Customer,CID898523,Mini,Langford Town,KR Puram,null,null,AC is Not working,null,null,null,303,null,0,null,null,
###########,0:32:00,CNR2722435581,Success,CID877036,Mini,Padmanabhanagar,Malleshwaram,98,55,null,null,Yes,Vehicle Breakdown,323,UPI,14,4.2,4.5,
###########,11:19:00,CNR9290227906,Canceled by Driver,CID753312,Prime Sedan,Vijayanagar,Ramamurthy Nagar,null,null,null,Customer related issue,null,null,840,null,0,null,null,
###########,18:09:00,CNR1347489072,Success,CID285104,eBike,Hennur,Hosur Road,273,55,null,null,No,null,676,UPI,8,3.6,3.9,
###########,20:57:00,CNR7720291436,Success,CID133774,Prime SUV,Shantinagar,Chamarajpet,252,95,null,null,No,null,387,Cash,19,4.4,4.8,
###########,17:14:00,CNR6838162057,Success,CID662763,Prime Plus,Ulsoor,BTM Layout,273,130,null,null,No,null,349,UPI,6,4.9,4,
###########,20:13:00,CNR6166016638,Canceled by Customer,CID662385,Prime SUV,Sahakar Nagar,BTM Layout,null,null,Driver is not moving towards pickup location,null,null,null,743,null,0,null,null,
###########,10:17:00,CNR8406580820,Success,CID649349,Auto,Banashankari,Yeshwanthpur,245,55,null,null,No,null,173,Cash,17,4.3,4.6,
###########,8:28:00,CNR5947910660,Success,CID422131,Auto,Rajajinagar,HSR Layout,287,120,null,null,No,null,105,UPI,13,4.5,3.5,
###########,9:52:00,CNR8113882660,Success,CID445833,Prime SUV,JP Nagar,Yeshwanthpur,42,30,null,null,No,null,552,Cash,5,4.5,3.8,
###########,7:09:00,CNR3789535898,Canceled by Driver,CID526348,Mini,Marathahalli,Marathahalli,null,null,null,Customer was coughing/sick,null,null,313,null,0,null,null,
###########,17:06:00,CNR9181242940,Canceled by Customer,CID363462,Mini,Hebbal,Peenya,null,null,AC is Not working,null,null,null,424,null,0,null,null,
###########,20:10:00,CNR6438361240,Success,CID552719,Auto,Richmond Town,Banashankari,308,130,null,null,No,null,493,UPI,7,3.8,4.7,
###########,10:08:00,CNR8478583704,Canceled by Driver,CID176945,Prime SUV,Frazer Town,RT Nagar,null,null,null,Personal & Car related issue,null,null,394,null,0,null,null,
###########,8:25:00,CNR5495479048,Success,CID497169,Auto,Sarjapur Road,Basavanagudi,77,100,null,null,Yes,Other Issue,2890,Cash,7,4.1,4.5,
###########,3:59:00,CNR1747667235,Canceled by Driver,CID972016,Prime Sedan,Bannerghatta Road,Frazer Town,null,null,null,Personal & Car related issue,null,null,135,null,0,null,null,
###########,15:46:00,CNR8742059228,Canceled by Driver,CID912775,eBike,Langford Town,Padmanabhanagar,null,null,null,More than permitted people in there,null,null,179,null,0,null,null,
###########,12:24:00,CNR2249500651,Success,CID195665,Prime SUV,Tumkur Road,Frazer Town,63,40,null,null,No,null,280,Cash,20,4.5,4.8,
###########,15:02:00,CNR3015771885,Success,CID918718,Prime SUV,Vijayanagar,Hulimavu,77,75,null,null,No,null,354,Cash,24,4.6,4.1,
###########,11:05:00,CNR9742204042,Success,CID292149,Prime Sedan,Shivajinagar,Yeshwanthpur,301,135,null,null,No,null,439,Cash,44,4.4,4.8,
###########,13:28:00,CNR5414088243,Driver Not Found,CID993758,Auto,Banashankari,Nagarbhavi,null,null,null,null,null,null,645,null,0,null,null,
###########,16:28:00,CNR5897488662,Success,CID352984,Auto,Bannerghatta Road,Shantinagar,189,85,null,null,No,null,264,Cash,4,3.6,3.4,
###########,0:13:00,CNR8097977794,Success,CID789728,Auto,Kadugodi,Electronic City,119,100,null,null,No,null,445,Cash,15,3.9,4.7,
###########,11:19:00,CNR7665734704,Success,CID921378,Prime Plus,Mysore Road,Padmanabhanagar,84,95,null,null,No,null,399,Cash,26,4.4,4,
###########,13:04:00,CNR3295803854,Success,CID835843,Prime Plus,Indiranagar,Kammanahalli,112,100,null,null,No,null,496,UPI,33,5,4.9,
###########,6:15:00,CNR1857015366,Driver Not Found,CID673441,Auto,Cox Town,Chamarajpet,null,null,null,null,null,null,872,null,0,null,null,
###########,18:54:00,CNR6533526552,Canceled by Customer,CID221628,Auto,Yelahanka,Ulsoor,null,null,Driver asked to cancel,null,null,null,346,null,0,null,null,
###########,15:50:00,CNR4196099018,Driver Not Found,CID850806,Auto,Cox Town,Peenya,null,null,null,null,null,null,387,null,0,null,null,
###########,22:10:00,CNR6151870263,Driver Not Found,CID807991,Prime Plus,Shantinagar,Shantinagar,null,null,null,null,null,null,247,null,0,null,null,
###########,22:58:00,CNR4877674130,Success,CID108174,Auto,RT Nagar,Rajarajeshwari Nagar,175,25,null,null,No,null,767,UPI,8,4.3,4.5,
###########,21:12:00,CNR3535977567,Success,CID310505,Prime Sedan,Kammanahalli,Yeshwanthpur,168,25,null,null,No,null,203,UPI,24,4.4,3.3,
###########,7:08:00,CNR9380992083,Success,CID599667,Prime Sedan,Banashankari,Koramangala,203,125,null,null,No,null,658,UPI,45,3.5,4.9,
###########,21:18:00,CNR2409982110,Success,CID949960,Auto,RT Nagar,Hennur,252,25,null,null,No,null,366,Cash,8,4.1,3.4,
###########,5:50:00,CNR1744423480,Canceled by Customer,CID759125,Bike,Indiranagar,Rajarajeshwari Nagar,null,null,Driver is not moving towards pickup location,null,null,null,229,null,0,null,null,
###########,1:51:00,CNR8089487405,Success,CID921577,Prime Sedan,Ulsoor,Varthur,168,75,null,null,No,null,319,Cash,22,3.2,4,
###########,8:26:00,CNR9791595498,Canceled by Customer,CID144808,Mini,Padmanabhanagar,Nagarbhavi,null,null,Driver asked to cancel,null,null,null,415,null,0,null,null,
###########,14:50:00,CNR3216137549,Success,CID605790,Prime SUV,Langford Town,Whitefield,119,90,null,null,No,null,775,Cash,23,4.2,3.3,
###########,2:52:00,CNR7433975344,Success,CID102370,Auto,Shivajinagar,Chickpet,98,65,null,null,No,null,396,UPI,18,3.6,3.4,
###########,19:34:00,CNR2752149819,Success,CID868307,Mini,Ulsoor,Chamarajpet,280,110,null,null,No,null,411,Debit Card,44,3,3.9,
###########,0:15:00,CNR7450856558,Success,CID121389,Prime Sedan,Chickpet,Electronic City,266,40,null,null,No,null,168,Cash,31,4.9,4.7,
###########,5:26:00,CNR7687168562,Canceled by Customer,CID291794,Prime Plus,RT Nagar,Hulimavu,null,null,Driver asked to cancel,null,null,null,499,null,0,null,null,
###########,17:08:00,CNR2616039565,Canceled by Customer,CID880418,Prime Sedan,Kengeri,Peenya,null,null,Wrong Address,null,null,null,342,null,0,null,null,
###########,10:44:00,CNR9013990430,Success,CID293024,Prime Plus,Shantinagar,Frazer Town,301,60,null,null,No,null,460,Cash,33,4.8,4.9,
###########,21:02:00,CNR6403693064,Driver Not Found,CID119823,Auto,Hebbal,Richmond Town,null,null,null,null,null,null,812,null,0,null,null,
###########,5:08:00,CNR7512638761,Canceled by Driver,CID301991,Prime Plus,Chamarajpet,Devanahalli,null,null,null,More than permitted people in there,null,null,651,null,0,null,null,
###########,11:47:00,CNR9577062720,Success,CID192204,Prime Sedan,BTM Layout,Chamarajpet,63,40,null,null,No,null,217,Cash,18,3.7,4.2,
###########,10:04:00,CNR3021914528,Canceled by Driver,CID308808,eBike,Padmanabhanagar,Rajarajeshwari Nagar,null,null,null,Personal & Car related issue,null,null,252,null,0,null,null,
###########,13:10:00,CNR9495436958,Success,CID946290,Prime Plus,Cox Town,Shantinagar,119,105,null,null,No,null,790,Cash,23,3.5,3.8,
###########,19:07:00,CNR6179732934,Driver Not Found,CID692565,Prime Plus,Kammanahalli,Vijayanagar,null,null,null,null,null,null,285,null,0,null,null,
###########,12:03:00,CNR1525361077,Success,CID911746,Prime Sedan,Bannerghatta Road,Hulimavu,294,140,null,null,No,null,2509,UPI,10,4.7,4.5,
###########,3:07:00,CNR1647637548,Success,CID801387,Mini,Shivajinagar,Peenya,49,75,null,null,No,null,615,UPI,1,4.2,4.9,
###########,18:28:00,CNR4195153311,Success,CID139167,Prime Sedan,Ulsoor,Majestic,238,75,null,null,No,null,237,UPI,38,5,3.4,
###########,7:37:00,CNR4827484325,Driver Not Found,CID854470,Bike,Peenya,Chickpet,null,null,null,null,null,null,356,null,0,null,null,
###########,21:35:00,CNR8000993482,Success,CID855897,Prime SUV,Frazer Town,Ramamurthy Nagar,266,40,null,null,No,null,1835,Credit Card,37,3.6,4.8,
###########,13:54:00,CNR2588489711,Success,CID271119,Prime Sedan,Hebbal,Bannerghatta Road,231,75,null,null,No,null,1065,UPI,40,3.4,4.1,
###########,8:32:00,CNR5234253257,Success,CID702250,Prime SUV,Basavanagudi,Chamarajpet,77,135,null,null,No,null,393,UPI,22,3.3,4.3,
###########,1:15:00,CNR2564639381,Canceled by Driver,CID916466,Auto,Nagarbhavi,RT Nagar,null,null,null,Personal & Car related issue,null,null,495,null,0,null,null,
###########,17:11:00,CNR4011678024,Canceled by Customer,CID283251,Mini,Tumkur Road,Sarjapur Road,null,null,Driver is not moving towards pickup location,null,null,null,390,null,0,null,null,
###########,16:48:00,CNR9128487422,Driver Not Found,CID287874,Prime SUV,RT Nagar,Hosur Road,null,null,null,null,null,null,237,null,0,null,null,
###########,9:25:00,CNR5276752307,Canceled by Driver,CID893272,Prime Plus,Ulsoor,Hennur,null,null,null,Personal & Car related issue,null,null,752,null,0,null,null,
###########,3:41:00,CNR9371669050,Success,CID686863,eBike,Cox Town,Langford Town,231,90,null,null,No,null,256,UPI,32,3.9,4.4,
###########,16:08:00,CNR4457088806,Success,CID263437,Mini,Chickpet,Electronic City,42,40,null,null,No,null,309,Cash,24,4,3.6,
###########,22:11:00,CNR4354062360,Canceled by Driver,CID505113,Mini,RT Nagar,Peenya,null,null,null,Personal & Car related issue,null,null,782,null,0,null,null,
###########,16:35:00,CNR6491123218,Canceled by Driver,CID987117,Prime Sedan,Varthur,Indiranagar,null,null,null,Personal & Car related issue,null,null,208,null,0,null,null,
###########,3:58:00,CNR8467747572,Canceled by Customer,CID359528,Mini,Mysore Road,Mysore Road,null,null,AC is Not working,null,null,null,567,null,0,null,null,
###########,21:54:00,CNR6809456544,Success,CID360773,Auto,Tumkur Road,Padmanabhanagar,84,125,null,null,No,null,228,Cash,13,3.7,4.6,
###########,3:56:00,CNR1862612151,Success,CID847056,Prime Sedan,Kengeri,Mysore Road,301,60,null,null,No,null,364,Credit Card,5,4,4.8,
###########,4:33:00,CNR3686926291,Success,CID868427,eBike,Ramamurthy Nagar,MG Road,56,45,null,null,No,null,2944,Cash,3,4.6,4.8,
###########,10:04:00,CNR5872044172,Success,CID808072,Prime Plus,Kengeri,Whitefield,77,80,null,null,No,null,412,Cash,9,4.8,4.5,
###########,7:52:00,CNR8328108729,Success,CID812644,Mini,Peenya,Basavanagudi,35,90,null,null,No,null,216,Cash,17,4.5,3.4,
###########,2:13:00,CNR5988079650,Driver Not Found,CID360385,Prime Plus,JP Nagar,Ulsoor,null,null,null,null,null,null,2143,null,0,null,null,
###########,4:55:00,CNR3276138022,Canceled by Driver,CID924057,Prime Sedan,Magadi Road,Yeshwanthpur,null,null,null,Customer was coughing/sick,null,null,172,null,0,null,null,
###########,17:35:00,CNR3958098786,Success,CID685088,Prime Plus,Kadugodi,Sahakar Nagar,119,130,null,null,No,null,2429,Cash,33,3.9,3.1,
###########,18:01:00,CNR1816364514,Success,CID953810,Auto,Varthur,Marathahalli,91,30,null,null,No,null,809,UPI,1,3.9,3.4,
###########,9:55:00,CNR2849784490,Success,CID760035,Auto,Ulsoor,Rajarajeshwari Nagar,210,85,null,null,No,null,451,UPI,4,3.2,3.6,
###########,20:03:00,CNR6972748438,Success,CID554381,Prime SUV,Vijayanagar,Majestic,280,50,null,null,No,null,133,UPI,21,4.1,5,
###########,9:04:00,CNR1791648324,Canceled by Driver,CID663767,Prime Sedan,Koramangala,Rajajinagar,null,null,null,Personal & Car related issue,null,null,367,null,0,null,null,
###########,20:01:00,CNR7103761124,Driver Not Found,CID674742,Bike,Rajajinagar,JP Nagar,null,null,null,null,null,null,742,null,0,null,null,
###########,23:05:00,CNR6585703917,Success,CID397507,Auto,HSR Layout,Indiranagar,280,105,null,null,Yes,Customer Demand,489,Cash,2,4.8,4.4,
###########,9:59:00,CNR3296240325,Success,CID133645,eBike,Whitefield,Hennur,182,100,null,null,No,null,506,Cash,31,3.6,4.9,
###########,3:57:00,CNR8223523166,Driver Not Found,CID437999,Bike,Whitefield,Mysore Road,null,null,null,null,null,null,601,null,0,null,null,
###########,6:47:00,CNR9735660911,Success,CID838803,Prime SUV,Bannerghatta Road,Yelahanka,217,115,null,null,No,null,379,UPI,27,3.4,3.8,
###########,22:18:00,CNR4329982789,Canceled by Customer,CID588544,Bike,Varthur,Ulsoor,null,null,AC is Not working,null,null,null,241,null,0,null,null,
###########,22:30:00,CNR9701922914,Driver Not Found,CID146349,eBike,Padmanabhanagar,Ulsoor,null,null,null,null,null,null,204,null,0,null,null,
###########,21:04:00,CNR3324553934,Canceled by Driver,CID938083,Bike,Jayanagar,Chickpet,null,null,null,Customer was coughing/sick,null,null,482,null,0,null,null,
###########,12:50:00,CNR3591025608,Success,CID333175,Bike,Malleshwaram,Kadugodi,203,85,null,null,No,null,577,Cash,17,3.4,3.5,
###########,16:55:00,CNR7301600524,Canceled by Customer,CID294615,Auto,KR Puram,Hebbal,null,null,AC is Not working,null,null,null,892,null,0,null,null,
###########,17:13:00,CNR4776471359,Canceled by Customer,CID479951,eBike,Hosur Road,Jayanagar,null,null,Driver asked to cancel,null,null,null,674,null,0,null,null,
###########,13:42:00,CNR3700416786,Canceled by Customer,CID160458,Prime SUV,Shivajinagar,Electronic City,null,null,Change of plans,null,null,null,447,null,0,null,null,
###########,7:33:00,CNR3462340628,Canceled by Driver,CID239124,Prime SUV,RT Nagar,Malleshwaram,null,null,null,More than permitted people in there,null,null,148,null,0,null,null,
###########,18:18:00,CNR5219382157,Canceled by Driver,CID229314,Prime SUV,Basavanagudi,Shantinagar,null,null,null,More than permitted people in there,null,null,101,null,0,null,null,
###########,15:13:00,CNR4165442717,Driver Not Found,CID746578,eBike,Chamarajpet,Richmond Town,null,null,null,null,null,null,231,null,0,null,null,
###########,19:03:00,CNR1759069706,Success,CID943819,Bike,Yeshwanthpur,Indiranagar,231,30,null,null,No,null,172,UPI,5,3.1,3.1,
###########,1:41:00,CNR1998845379,Success,CID587485,Auto,Majestic,Bannerghatta Road,77,60,null,null,No,null,186,UPI,18,3.2,4.3,
###########,22:55:00,CNR4936120069,Success,CID888986,Auto,Cox Town,Vijayanagar,217,75,null,null,No,null,943,UPI,8,4.3,4.9,
###########,4:23:00,CNR3611954724,Canceled by Customer,CID835376,Bike,Mysore Road,Hennur,null,null,Wrong Address,null,null,null,255,null,0,null,null,
###########,23:27:00,CNR7597276757,Driver Not Found,CID788243,Prime SUV,Peenya,Malleshwaram,null,null,null,null,null,null,121,null,0,null,null,
###########,20:49:00,CNR6716480946,Canceled by Driver,CID709344,Mini,Nagarbhavi,Varthur,null,null,null,Customer was coughing/sick,null,null,255,null,0,null,null,
###########,13:43:00,CNR6482129028,Success,CID367560,Prime SUV,Frazer Town,Sarjapur Road,112,115,null,null,No,null,2109,Cash,2,3.1,4.5,
###########,5:05:00,CNR6666854548,Success,CID956886,Bike,Yelahanka,Hosur Road,42,90,null,null,No,null,415,Cash,4,4.1,3.2,
###########,21:28:00,CNR9333273492,Success,CID604552,Prime Sedan,Chickpet,Majestic,105,115,null,null,No,null,594,UPI,21,4.1,4.6,
###########,16:19:00,CNR3920498221,Driver Not Found,CID266826,Prime Sedan,Electronic City,Shantinagar,null,null,null,null,null,null,984,null,0,null,null,
###########,16:04:00,CNR8705137963,Success,CID925665,Auto,Bellandur,BTM Layout,147,70,null,null,No,null,727,UPI,12,3.1,4.8,
###########,11:32:00,CNR8273757466,Success,CID743092,eBike,JP Nagar,Richmond Town,112,125,null,null,No,null,515,Cash,25,4.3,4.4,
###########,11:26:00,CNR3132012889,Canceled by Driver,CID969345,Auto,Yelahanka,Basavanagudi,null,null,null,Personal & Car related issue,null,null,848,null,0,null,null,
###########,10:41:00,CNR4759587059,Success,CID274425,Mini,Padmanabhanagar,JP Nagar,231,35,null,null,No,null,997,UPI,40,3.8,3.1,
###########,15:57:00,CNR5983043846,Success,CID608437,Mini,Hebbal,BTM Layout,217,130,null,null,No,null,191,UPI,1,3.3,3.6,
###########,3:04:00,CNR7848570023,Success,CID941682,eBike,Yeshwanthpur,Magadi Road,168,125,null,null,No,null,996,UPI,34,3.3,3.8,
###########,9:16:00,CNR6296806775,Driver Not Found,CID515549,Bike,Kammanahalli,Mysore Road,null,null,null,null,null,null,378,null,0,null,null,
###########,15:45:00,CNR1105102697,Driver Not Found,CID657524,Mini,JP Nagar,Ulsoor,null,null,null,null,null,null,218,null,0,null,null,
###########,2:29:00,CNR5208477487,Canceled by Driver,CID395323,eBike,RT Nagar,RT Nagar,null,null,null,Personal & Car related issue,null,null,256,null,0,null,null,
###########,13:16:00,CNR2784806529,Success,CID264448,Prime Sedan,Magadi Road,Cox Town,301,145,null,null,No,null,342,UPI,13,3.7,3.4,
###########,8:15:00,CNR9158255048,Success,CID423833,Prime SUV,Koramangala,Richmond Town,49,105,null,null,No,null,445,Cash,2,5,3.3,
###########,13:48:00,CNR3074008264,Canceled by Driver,CID490562,Prime SUV,HSR Layout,Kengeri,null,null,null,Personal & Car related issue,null,null,403,null,0,null,null,
###########,8:13:00,CNR2344843448,Success,CID416862,eBike,Yelahanka,Hennur,133,140,null,null,No,null,327,Cash,39,3.9,4,
###########,5:46:00,CNR3107130785,Success,CID775806,Auto,Rajarajeshwari Nagar,Frazer Town,273,60,null,null,No,null,796,Cash,10,3.4,4.6,
###########,22:27:00,CNR5096526505,Success,CID810868,Bike,Jayanagar,Nagarbhavi,245,90,null,null,No,null,371,Cash,46,4.3,4.2,
###########,0:17:00,CNR5356461401,Success,CID974686,Bike,Bellandur,Mysore Road,77,85,null,null,No,null,209,Credit Card,27,4.5,4.3,
###########,7:03:00,CNR6230414626,Canceled by Customer,CID143850,Prime Sedan,Tumkur Road,Malleshwaram,null,null,Change of plans,null,null,null,2008,null,0,null,null,
###########,16:15:00,CNR9848023419,Canceled by Customer,CID200911,Auto,Langford Town,Hulimavu,null,null,Change of plans,null,null,null,255,null,0,null,null,
###########,20:06:00,CNR3246542979,Success,CID663499,eBike,Mysore Road,Indiranagar,42,50,null,null,No,null,101,UPI,17,3.4,3.1,
###########,3:08:00,CNR7874049610,Success,CID236414,Prime Plus,Sahakar Nagar,HSR Layout,203,100,null,null,No,null,960,UPI,44,3.2,4.7,
###########,18:24:00,CNR6035501952,Success,CID398994,Prime Sedan,Indiranagar,Hebbal,308,135,null,null,No,null,169,UPI,17,3.1,3.1,
###########,12:52:00,CNR4481374455,Success,CID499189,Prime Plus,Electronic City,Marathahalli,294,105,null,null,No,null,679,UPI,34,4,4.5,
###########,15:45:00,CNR2357234097,Success,CID515000,Auto,Chamarajpet,JP Nagar,245,25,null,null,No,null,554,UPI,5,3,4.9,
###########,13:34:00,CNR2039847064,Canceled by Driver,CID703018,Bike,Padmanabhanagar,Ramamurthy Nagar,null,null,null,Customer related issue,null,null,155,null,0,null,null,
###########,17:31:00,CNR5966858733,Success,CID206866,Auto,Rajajinagar,Richmond Town,84,105,null,null,No,null,329,Cash,6,3.3,4,
###########,13:31:00,CNR7903784728,Success,CID139760,Prime Plus,Kengeri,Sarjapur Road,63,125,null,null,No,null,107,UPI,39,3.3,4.9,
###########,12:19:00,CNR8347955381,Success,CID732747,Bike,Jayanagar,Kengeri,287,25,null,null,No,null,312,UPI,29,4.1,4.4,
###########,7:52:00,CNR2832086626,Success,CID295295,Prime Sedan,Koramangala,Sahakar Nagar,126,80,null,null,No,null,280,Cash,36,4.7,3.9,
###########,5:44:00,CNR4998197969,Success,CID223930,Prime SUV,Shivajinagar,Sahakar Nagar,56,55,null,null,No,null,650,Cash,36,4.7,4.8,
###########,9:42:00,CNR6156105428,Driver Not Found,CID478161,Prime Sedan,Richmond Town,Sarjapur Road,null,null,null,null,null,null,666,null,0,null,null,
###########,21:32:00,CNR5096259907,Canceled by Driver,CID713572,eBike,JP Nagar,Hebbal,null,null,null,Personal & Car related issue,null,null,176,null,0,null,null,
###########,7:25:00,CNR9122241273,Success,CID562063,Auto,Tumkur Road,Devanahalli,84,135,null,null,No,null,496,Cash,8,4.7,3.6,
###########,0:58:00,CNR1676719178,Success,CID963660,Mini,Kammanahalli,Padmanabhanagar,91,30,null,null,No,null,317,Credit Card,47,4.9,3.3,
###########,21:16:00,CNR5524915002,Success,CID450098,Auto,Frazer Town,KR Puram,280,130,null,null,No,null,962,Cash,11,4.5,3,
###########,12:22:00,CNR5958445056,Canceled by Driver,CID446941,eBike,Langford Town,Majestic,null,null,null,More than permitted people in there,null,null,642,null,0,null,null,
###########,11:53:00,CNR3211877735,Success,CID743117,Prime Sedan,Cox Town,HSR Layout,287,70,null,null,No,null,228,Cash,23,4.8,3.4,
###########,17:46:00,CNR9388107682,Canceled by Customer,CID840346,Prime Sedan,Mysore Road,Indiranagar,null,null,Driver is not moving towards pickup location,null,null,null,216,null,0,null,null,
###########,6:53:00,CNR1998613771,Success,CID884765,eBike,Mysore Road,Chickpet,168,100,null,null,No,null,477,Credit Card,41,3.2,4,
###########,2:28:00,CNR6923677666,Driver Not Found,CID124935,Bike,Majestic,Chamarajpet,null,null,null,null,null,null,277,null,0,null,null,
